"new_certificationexternalid","new_certificationname","new_dateearned","new_document","new_expirydate","importsequencenumber","new_issuer","new_referencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit","new_vendor"
"06438a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-02-28 00:00:00.0000000","","2028-02-27 00:00:00.0000000","21","SLSI Sri Lanka","LK-ISMS-2025-0982","1","0","4","","4670028","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a6fae3b2-a48c-f111-8076-000d3a81e01c"
"04438a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-08-25 00:00:00.0000000","","2028-08-24 00:00:00.0000000","21","SLSI Sri Lanka","LK-QMS-2025-0982","1","0","4","","4670027","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a6fae3b2-a48c-f111-8076-000d3a81e01c"
"02438a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-08-30 00:00:00.0000000","","2028-08-29 00:00:00.0000000","21","BAB Bangladesh","BD-QMS-2025-4415","1","0","4","","4670026","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a5fae3b2-a48c-f111-8076-000d3a81e01c"
"00438a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-04-17 00:00:00.0000000","","2027-04-16 00:00:00.0000000","21","BAB Bangladesh","BD-ISMS-2024-4415","1","0","4","","4670025","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a5fae3b2-a48c-f111-8076-000d3a81e01c"
"fe428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-11-02 00:00:00.0000000","","2028-11-01 00:00:00.0000000","21","PSQCA Pakistan","PK-QMS-2025-7702","1","0","4","","4670024","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a4fae3b2-a48c-f111-8076-000d3a81e01c"
"fc428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-06-30 00:00:00.0000000","","2028-06-29 00:00:00.0000000","21","PSQCA Pakistan","PK-ISMS-2025-7702","1","0","4","","4670023","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a4fae3b2-a48c-f111-8076-000d3a81e01c"
"fa428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-12-27 00:00:00.0000000","","2028-12-26 00:00:00.0000000","21","TUV India","IN-QMS-2025-3345","1","0","4","","4670022","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a3fae3b2-a48c-f111-8076-000d3a81e01c"
"f8428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-09-02 00:00:00.0000000","","2027-09-01 00:00:00.0000000","21","TUV India","IN-ISMS-2024-3345","1","0","4","","4670021","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a3fae3b2-a48c-f111-8076-000d3a81e01c"
"f6428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-09-10 00:00:00.0000000","","2028-09-09 00:00:00.0000000","21","TUV India","IN-ISMS-2025-2209","1","0","4","","4670020","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a2fae3b2-a48c-f111-8076-000d3a81e01c"
"f4428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-05-08 00:00:00.0000000","","2027-05-07 00:00:00.0000000","21","CREST","CREST-PT-IN-2209","1","0","4","","4670019","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a2fae3b2-a48c-f111-8076-000d3a81e01c"
"f2428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-04-19 00:00:00.0000000","","2028-04-18 00:00:00.0000000","21","BSI Group India","IN-ISMS-2025-5581","1","0","4","","4670018","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a1fae3b2-a48c-f111-8076-000d3a81e01c"
"f0428a58-aa8c-f111-8076-002248eb7656","CMMI Level 5 (Development)","2025-01-27 00:00:00.0000000","","2028-01-26 00:00:00.0000000","21","ISACA CMMI Institute","CMMI-DEV-L5-IN-5581","1","0","4","","4670017","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a1fae3b2-a48c-f111-8076-000d3a81e01c"
"ee428a58-aa8c-f111-8076-002248eb7656","SOC 2 Type II","2025-11-21 00:00:00.0000000","","2026-11-20 00:00:00.0000000","21","Deloitte India","SOC2-2025-DCS-033","1","0","4","","4670016","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a0fae3b2-a48c-f111-8076-000d3a81e01c"
"ec428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2025-06-05 00:00:00.0000000","","2028-06-04 00:00:00.0000000","21","BSI Group India","IN-ITSM-2025-9012","1","0","4","","4670015","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a0fae3b2-a48c-f111-8076-000d3a81e01c"
"ea428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-02-08 00:00:00.0000000","","2027-02-07 00:00:00.0000000","21","BSI Group India","IN-ISMS-2024-9012","1","0","4","","4670014","4b0e47bf-c36d-f111-ab0d-6045bd56e224","a0fae3b2-a48c-f111-8076-000d3a81e01c"
"e8428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-01-31 00:00:00.0000000","","2028-01-30 00:00:00.0000000","21","Bureau Veritas Senegal","SN-ISMS-2025-1174","1","0","4","","4670013","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9ffae3b2-a48c-f111-8076-000d3a81e01c"
"e6428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-10-14 00:00:00.0000000","","2027-10-13 00:00:00.0000000","21","Bureau Veritas Senegal","SN-QMS-2024-1174","1","0","4","","4670012","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9ffae3b2-a48c-f111-8076-000d3a81e01c"
"e4428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-08-24 00:00:00.0000000","","2028-08-23 00:00:00.0000000","21","TBS Tanzania","TZ-QMS-2025-2201","1","0","4","","4670011","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9efae3b2-a48c-f111-8076-000d3a81e01c"
"e2428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-03-03 00:00:00.0000000","","2028-03-02 00:00:00.0000000","21","TBS Tanzania","TZ-ISMS-2025-2201","1","0","4","","4670010","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9efae3b2-a48c-f111-8076-000d3a81e01c"
"e0428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-06-11 00:00:00.0000000","","2028-06-10 00:00:00.0000000","21","GSA Ghana","GH-ISMS-2025-0331","1","0","4","","4670009","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9dfae3b2-a48c-f111-8076-000d3a81e01c"
"de428a58-aa8c-f111-8076-002248eb7656","PCI DSS Level 1 Service Provider","2024-12-08 00:00:00.0000000","","2025-12-07 00:00:00.0000000","21","ControlCase MEA","PCI-L1-GH-2024-0331","1","0","4","","4670008","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9dfae3b2-a48c-f111-8076-000d3a81e01c"
"dc428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-09-29 00:00:00.0000000","","2028-09-28 00:00:00.0000000","21","IMANOR Morocco","MA-ISMS-2025-1189","1","0","4","","4670007","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9cfae3b2-a48c-f111-8076-000d3a81e01c"
"da428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-05-13 00:00:00.0000000","","2028-05-12 00:00:00.0000000","21","IMANOR Morocco","MA-QMS-2025-1189","1","0","4","","4670006","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9cfae3b2-a48c-f111-8076-000d3a81e01c"
"d8428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-03-06 00:00:00.0000000","","2028-03-05 00:00:00.0000000","21","SABS South Africa","ZA-ISMS-2025-6631","1","0","4","","4670005","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9bfae3b2-a48c-f111-8076-000d3a81e01c"
"d6428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2024-08-20 00:00:00.0000000","","2027-08-19 00:00:00.0000000","21","SABS South Africa","ZA-ITSM-2024-6631","1","0","4","","4670004","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9bfae3b2-a48c-f111-8076-000d3a81e01c"
"d4428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-10-16 00:00:00.0000000","","2027-10-15 00:00:00.0000000","21","CREST","CREST-PT-ZA-4471","1","0","4","","4670003","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9afae3b2-a48c-f111-8076-000d3a81e01c"
"d2428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-01-29 00:00:00.0000000","","2028-01-28 00:00:00.0000000","21","SABS South Africa","ZA-ISMS-2025-4471","1","0","4","","4670002","4b0e47bf-c36d-f111-ab0d-6045bd56e224","9afae3b2-a48c-f111-8076-000d3a81e01c"
"d0428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-07-04 00:00:00.0000000","","2028-07-03 00:00:00.0000000","21","SON Nigeria","NG-ISMS-2025-0552","1","0","4","","4670001","4b0e47bf-c36d-f111-ab0d-6045bd56e224","99fae3b2-a48c-f111-8076-000d3a81e01c"
"ce428a58-aa8c-f111-8076-002248eb7656","PCI DSS Level 1 Service Provider","2025-11-17 00:00:00.0000000","","2026-11-16 00:00:00.0000000","21","ControlCase MEA","PCI-L1-NG-2025-0552","1","0","4","","4670000","4b0e47bf-c36d-f111-ab0d-6045bd56e224","99fae3b2-a48c-f111-8076-000d3a81e01c"
"cc428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-02-19 00:00:00.0000000","","2028-02-18 00:00:00.0000000","21","KEBS Kenya","KE-QMS-2025-2298","1","0","4","","4669999","4b0e47bf-c36d-f111-ab0d-6045bd56e224","98fae3b2-a48c-f111-8076-000d3a81e01c"
"ca428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-06-27 00:00:00.0000000","","2027-06-26 00:00:00.0000000","21","KEBS Kenya","KE-ISMS-2024-2298","1","0","4","","4669998","4b0e47bf-c36d-f111-ab0d-6045bd56e224","98fae3b2-a48c-f111-8076-000d3a81e01c"
"c8428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-08-28 00:00:00.0000000","","2028-08-27 00:00:00.0000000","21","DNV Middle East","BH-ISMS-2025-0219","1","0","4","","4669997","4b0e47bf-c36d-f111-ab0d-6045bd56e224","97fae3b2-a48c-f111-8076-000d3a81e01c"
"c6428a58-aa8c-f111-8076-002248eb7656","PCI DSS Level 1 Service Provider","2025-04-04 00:00:00.0000000","","2026-04-03 00:00:00.0000000","21","ControlCase MEA","PCI-L1-BH-2025-0219","1","0","4","","4669996","4b0e47bf-c36d-f111-ab0d-6045bd56e224","97fae3b2-a48c-f111-8076-000d3a81e01c"
"c4428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-12-15 00:00:00.0000000","","2028-12-14 00:00:00.0000000","21","Oman Accreditation Council","OM-QMS-2025-4413","1","0","4","","4669995","4b0e47bf-c36d-f111-ab0d-6045bd56e224","96fae3b2-a48c-f111-8076-000d3a81e01c"
"c2428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-09-23 00:00:00.0000000","","2028-09-22 00:00:00.0000000","21","Oman Accreditation Council","OM-ISMS-2025-4413","1","0","4","","4669994","4b0e47bf-c36d-f111-ab0d-6045bd56e224","96fae3b2-a48c-f111-8076-000d3a81e01c"
"c0428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-05-23 00:00:00.0000000","","2028-05-22 00:00:00.0000000","21","JSMO Jordan","JO-QMS-2025-1198","1","0","4","","4669993","4b0e47bf-c36d-f111-ab0d-6045bd56e224","95fae3b2-a48c-f111-8076-000d3a81e01c"
"be428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-11-05 00:00:00.0000000","","2027-11-04 00:00:00.0000000","21","JSMO Jordan","JO-ISMS-2024-1198","1","0","4","","4669992","4b0e47bf-c36d-f111-ab0d-6045bd56e224","95fae3b2-a48c-f111-8076-000d3a81e01c"
"bc428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-11-19 00:00:00.0000000","","2028-11-18 00:00:00.0000000","21","EOS Egypt","EG-ISMS-2025-3321","1","0","4","","4669991","4b0e47bf-c36d-f111-ab0d-6045bd56e224","94fae3b2-a48c-f111-8076-000d3a81e01c"
"ba428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-07-15 00:00:00.0000000","","2028-07-14 00:00:00.0000000","21","EOS Egypt","EG-QMS-2025-3321","1","0","4","","4669990","4b0e47bf-c36d-f111-ab0d-6045bd56e224","94fae3b2-a48c-f111-8076-000d3a81e01c"
"b8428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-08-06 00:00:00.0000000","","2027-08-05 00:00:00.0000000","21","CREST","CREST-PT-IL-8814","1","0","4","","4669989","4b0e47bf-c36d-f111-ab0d-6045bd56e224","93fae3b2-a48c-f111-8076-000d3a81e01c"
"b6428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-03-19 00:00:00.0000000","","2027-03-18 00:00:00.0000000","21","SII Israel","IL-ISMS-2024-8814","1","0","4","","4669988","4b0e47bf-c36d-f111-ab0d-6045bd56e224","93fae3b2-a48c-f111-8076-000d3a81e01c"
"b4428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-10-26 00:00:00.0000000","","2028-10-25 00:00:00.0000000","21","QCC Qatar","QA-QMS-2025-2270","1","0","4","","4669987","4b0e47bf-c36d-f111-ab0d-6045bd56e224","92fae3b2-a48c-f111-8076-000d3a81e01c"
"b2428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-06-06 00:00:00.0000000","","2028-06-05 00:00:00.0000000","21","QCC Qatar","QA-ISMS-2025-2270","1","0","4","","4669986","4b0e47bf-c36d-f111-ab0d-6045bd56e224","92fae3b2-a48c-f111-8076-000d3a81e01c"
"b0428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-04-13 00:00:00.0000000","","2028-04-12 00:00:00.0000000","21","SASO Saudi Arabia","SA-QMS-2025-6690","1","0","4","","4669985","4b0e47bf-c36d-f111-ab0d-6045bd56e224","91fae3b2-a48c-f111-8076-000d3a81e01c"
"ae428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-10-30 00:00:00.0000000","","2027-10-29 00:00:00.0000000","21","SASO Saudi Arabia","SA-ISMS-2024-6690","1","0","4","","4669984","4b0e47bf-c36d-f111-ab0d-6045bd56e224","91fae3b2-a48c-f111-8076-000d3a81e01c"
"ac428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-12-04 00:00:00.0000000","","2027-12-03 00:00:00.0000000","21","CREST","CREST-PT-AE-2209","1","0","4","","4669983","4b0e47bf-c36d-f111-ab0d-6045bd56e224","90fae3b2-a48c-f111-8076-000d3a81e01c"
"aa428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2025-08-17 00:00:00.0000000","","2028-08-16 00:00:00.0000000","21","DNV Middle East","AE-ITSM-2025-5581","1","0","4","","4669982","4b0e47bf-c36d-f111-ab0d-6045bd56e224","90fae3b2-a48c-f111-8076-000d3a81e01c"
"a8428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-02-09 00:00:00.0000000","","2028-02-08 00:00:00.0000000","21","DNV Middle East","AE-ISMS-2025-5581","1","0","4","","4669981","4b0e47bf-c36d-f111-ab0d-6045bd56e224","90fae3b2-a48c-f111-8076-000d3a81e01c"
"a6428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-06-30 00:00:00.0000000","","2028-06-29 00:00:00.0000000","21","Bureau Veritas Lithuania","LT-QMS-2025-3391","1","0","4","","4669980","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8ffae3b2-a48c-f111-8076-000d3a81e01c"
"a4428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-12-16 00:00:00.0000000","","2027-12-15 00:00:00.0000000","21","Bureau Veritas Lithuania","LT-ISMS-2024-3391","1","0","4","","4669979","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8ffae3b2-a48c-f111-8076-000d3a81e01c"
"a2428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-03-27 00:00:00.0000000","","2028-03-26 00:00:00.0000000","21","TUV SUD Slovakia","SK-QMS-2025-4470","1","0","4","","4669978","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8efae3b2-a48c-f111-8076-000d3a81e01c"
"a0428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-08-13 00:00:00.0000000","","2028-08-12 00:00:00.0000000","21","TUV SUD Slovakia","SK-ISMS-2025-4470","1","0","4","","4669977","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8efae3b2-a48c-f111-8076-000d3a81e01c"
"9e428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-09-11 00:00:00.0000000","","2028-09-10 00:00:00.0000000","21","Bureau Veritas Croatia","HR-PIMS-2025-1152","1","0","4","","4669976","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8dfae3b2-a48c-f111-8076-000d3a81e01c"
"9c428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-04-24 00:00:00.0000000","","2027-04-23 00:00:00.0000000","21","Bureau Veritas Croatia","HR-QMS-2024-1152","1","0","4","","4669975","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8dfae3b2-a48c-f111-8076-000d3a81e01c"
"9a428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-04-30 00:00:00.0000000","","2028-04-29 00:00:00.0000000","21","TSE Turkiye","TR-ISMS-2025-0398","1","0","4","","4669974","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8cfae3b2-a48c-f111-8076-000d3a81e01c"
"98428a58-aa8c-f111-8076-002248eb7656","PCI DSS Level 1 Service Provider","2025-12-02 00:00:00.0000000","","2026-12-01 00:00:00.0000000","21","ControlCase EU","PCI-L1-TR-2025-0398","1","0","4","","4669973","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8cfae3b2-a48c-f111-8076-000d3a81e01c"
"96428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-02-06 00:00:00.0000000","","2028-02-05 00:00:00.0000000","21","Bureau Veritas Ukraine","UA-ISMS-2025-7712","1","0","4","","4669972","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8bfae3b2-a48c-f111-8076-000d3a81e01c"
"94428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-09-27 00:00:00.0000000","","2027-09-26 00:00:00.0000000","21","Bureau Veritas Ukraine","UA-QMS-2024-7712","1","0","4","","4669971","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8bfae3b2-a48c-f111-8076-000d3a81e01c"
"92428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2025-07-23 00:00:00.0000000","","2028-07-22 00:00:00.0000000","21","SRAC Romania","RO-ITSM-2025-6607","1","0","4","","4669970","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8afae3b2-a48c-f111-8076-000d3a81e01c"
"90428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-05-19 00:00:00.0000000","","2028-05-18 00:00:00.0000000","21","SRAC Romania","RO-ISMS-2025-6607","1","0","4","","4669969","4b0e47bf-c36d-f111-ab0d-6045bd56e224","8afae3b2-a48c-f111-8076-000d3a81e01c"
"8e428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-10-15 00:00:00.0000000","","2028-10-14 00:00:00.0000000","21","CQS Czech Republic","CZ-PIMS-2025-2214","1","0","4","","4669968","4b0e47bf-c36d-f111-ab0d-6045bd56e224","89fae3b2-a48c-f111-8076-000d3a81e01c"
"8c428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-07-08 00:00:00.0000000","","2027-07-07 00:00:00.0000000","21","CQS Czech Republic","CZ-ISMS-2024-2214","1","0","4","","4669967","4b0e47bf-c36d-f111-ab0d-6045bd56e224","89fae3b2-a48c-f111-8076-000d3a81e01c"
"8a428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-06-14 00:00:00.0000000","","2028-06-13 00:00:00.0000000","21","PCBC Poland","PL-QMS-2025-3308","1","0","4","","4669966","4b0e47bf-c36d-f111-ab0d-6045bd56e224","88fae3b2-a48c-f111-8076-000d3a81e01c"
"88428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-01-06 00:00:00.0000000","","2028-01-05 00:00:00.0000000","21","PCBC Poland","PL-ISMS-2025-3308","1","0","4","","4669965","4b0e47bf-c36d-f111-ab0d-6045bd56e224","88fae3b2-a48c-f111-8076-000d3a81e01c"
"86428a58-aa8c-f111-8076-002248eb7656","CREST Accredited Penetration Testing","2025-12-09 00:00:00.0000000","","2027-12-08 00:00:00.0000000","21","CREST","CREST-PT-FI-5567","1","0","4","","4669964","4b0e47bf-c36d-f111-ab0d-6045bd56e224","87fae3b2-a48c-f111-8076-000d3a81e01c"
"84428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-08-29 00:00:00.0000000","","2027-08-28 00:00:00.0000000","21","Inspecta Finland","FI-ISMS-2024-5567","1","0","4","","4669963","4b0e47bf-c36d-f111-ab0d-6045bd56e224","87fae3b2-a48c-f111-8076-000d3a81e01c"
"82428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-11-02 00:00:00.0000000","","2028-11-01 00:00:00.0000000","21","RISE Sweden","SE-ISMS-2025-1129","1","0","4","","4669962","4b0e47bf-c36d-f111-ab0d-6045bd56e224","86fae3b2-a48c-f111-8076-000d3a81e01c"
"7f428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-04-16 00:00:00.0000000","","2028-04-15 00:00:00.0000000","21","SP Sweden","SE-QMS-2025-1129","1","0","4","","4669961","4b0e47bf-c36d-f111-ab0d-6045bd56e224","86fae3b2-a48c-f111-8076-000d3a81e01c"
"7d428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-05-25 00:00:00.0000000","","2028-05-24 00:00:00.0000000","21","DNV Norway","NO-QMS-2025-4482","1","0","4","","4669960","4b0e47bf-c36d-f111-ab0d-6045bd56e224","85fae3b2-a48c-f111-8076-000d3a81e01c"
"7b428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-11-14 00:00:00.0000000","","2027-11-13 00:00:00.0000000","21","DNV Norway","NO-ISMS-2024-4482","1","0","4","","4669959","4b0e47bf-c36d-f111-ab0d-6045bd56e224","85fae3b2-a48c-f111-8076-000d3a81e01c"
"79428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-08-08 00:00:00.0000000","","2028-08-07 00:00:00.0000000","21","Quality Austria","AT-ISMS-2025-3390","1","0","4","","4669958","4b0e47bf-c36d-f111-ab0d-6045bd56e224","84fae3b2-a48c-f111-8076-000d3a81e01c"
"77428a58-aa8c-f111-8076-002248eb7656","CMMI Level 3 (Development)","2025-06-23 00:00:00.0000000","","2028-06-22 00:00:00.0000000","21","ISACA CMMI Institute","CMMI-DEV-L3-AT-3390","1","0","4","","4669957","4b0e47bf-c36d-f111-ab0d-6045bd56e224","84fae3b2-a48c-f111-8076-000d3a81e01c"
"75428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-10-21 00:00:00.0000000","","2028-10-20 00:00:00.0000000","21","SQS Switzerland","CH-PIMS-2025-1129","1","0","4","","4669956","4b0e47bf-c36d-f111-ab0d-6045bd56e224","83fae3b2-a48c-f111-8076-000d3a81e01c"
"73428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2024-05-05 00:00:00.0000000","","2027-05-04 00:00:00.0000000","21","SQS Switzerland","CH-QMS-2024-1129","1","0","4","","4669955","4b0e47bf-c36d-f111-ab0d-6045bd56e224","83fae3b2-a48c-f111-8076-000d3a81e01c"
"71428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-02-13 00:00:00.0000000","","2028-02-12 00:00:00.0000000","21","RINA Italy","IT-ISMS-2025-0745","1","0","4","","4669954","4b0e47bf-c36d-f111-ab0d-6045bd56e224","82fae3b2-a48c-f111-8076-000d3a81e01c"
"6f428a58-aa8c-f111-8076-002248eb7656","PCI DSS Level 1 Service Provider","2025-09-09 00:00:00.0000000","","2026-09-08 00:00:00.0000000","21","ControlCase EU","PCI-L1-IT-2025-0745","1","0","4","","4669953","4b0e47bf-c36d-f111-ab0d-6045bd56e224","82fae3b2-a48c-f111-8076-000d3a81e01c"
"6d428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-05-27 00:00:00.0000000","","2028-05-26 00:00:00.0000000","21","APCER","PT-QMS-2025-2298","1","0","4","","4669951","4b0e47bf-c36d-f111-ab0d-6045bd56e224","81fae3b2-a48c-f111-8076-000d3a81e01c"
"6b428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2024-10-02 00:00:00.0000000","","2027-10-01 00:00:00.0000000","21","APCER","PT-ISMS-2024-2298","1","0","4","","4669950","4b0e47bf-c36d-f111-ab0d-6045bd56e224","81fae3b2-a48c-f111-8076-000d3a81e01c"
"69428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 20000-1:2018","2025-09-05 00:00:00.0000000","","2028-09-04 00:00:00.0000000","21","AENOR","ES-ITSM-2025-6641","1","0","4","","4669949","4b0e47bf-c36d-f111-ab0d-6045bd56e224","80fae3b2-a48c-f111-8076-000d3a81e01c"
"67428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-03-28 00:00:00.0000000","","2028-03-27 00:00:00.0000000","21","AENOR","ES-ISMS-2025-6641","1","0","4","","4669948","4b0e47bf-c36d-f111-ab0d-6045bd56e224","80fae3b2-a48c-f111-8076-000d3a81e01c"
"65428a58-aa8c-f111-8076-002248eb7656","ISO 9001:2015","2025-01-12 00:00:00.0000000","","2028-01-11 00:00:00.0000000","21","AENOR","ES-QMS-2025-3387","1","0","4","","4669947","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7ffae3b2-a48c-f111-8076-000d3a81e01c"
"63428a58-aa8c-f111-8076-002248eb7656","EN 9100:2018","2024-06-19 00:00:00.0000000","","2027-06-18 00:00:00.0000000","21","AENOR","ES-AQMS-2024-3387","1","0","4","","4669946","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7ffae3b2-a48c-f111-8076-000d3a81e01c"
"61428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27001:2022","2025-04-25 00:00:00.0000000","","2028-04-24 00:00:00.0000000","21","DEKRA Certification","NL-ISMS-2025-9902","1","0","4","","4669945","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7efae3b2-a48c-f111-8076-000d3a81e01c"
"5f428a58-aa8c-f111-8076-002248eb7656","ISO/IEC 27701:2019","2025-11-11 00:00:00.0000000","","2028-11-10 00:00:00.0000000","21","DEKRA Certification","NL-PIMS-2025-9902","1","0","4","","4669944","4b0e47bf-c36d-f111-ab0d-6045bd56e224","7efae3b2-a48c-f111-8076-000d3a81e01c"
