new_aiextracted,new_country,new_hasactivecontract,new_headcount,new_headquarterslocation,importsequencenumber,new_industry,new_legalname,new_overview,new_sourcecitations,new_source,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,new_vendorid,new_vendorname,new_vendorstatus,versionnumber,new_websitedomain,owningbusinessunit,new_businessdomains,new_capabilities,new_regionaloperatingcapacity
True,Spain,False,560,Madrid,,Information Technology,Madrid Managed Services SA,Madrid managed services provider running SOC and network operations for regional retailers.,"[""https://madridmanagedservices.es/servicios"",""https://www.gartner.com/reviews/market/mssp-iberia""]",0,1,0,,,80fae3b2-a48c-f111-8076-000d3a81e01c,Madrid Managed Services,Potential,4658462,madridmanagedservices.es,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Retail & Consumer,Managed Services;Cybersecurity Operations;Network Infrastructure,Spain;Portugal
False,Bahrain,False,95,Manama,,Financial Technology,Manama Fintech Hub B.S.C.,Manama fintech studio building Sharia-compliant lending platforms for Gulf banks.,,1,1,0,,,97fae3b2-a48c-f111-8076-000d3a81e01c,Manama Fintech Hub,Registered,4658485,manamafintechhub.bh,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services,Application Development;Machine Learning,Bahrain;Saudi Arabia
True,Canada,False,980,Toronto,,Professional Services,Maple Ridge Systems Corporation,"Toronto-based ERP and finance transformation specialist recently identified through external market scanning, offering a bilingual service desk for public-sector clients.","[""https://mapleridgesystems.ca/services"",""https://www.linkedin.com/company/maple-ridge-it-systems""]",0,1,0,,,a26ec1b0-a48c-f111-8076-000d3a80923d,Maple Ridge IT Systems,Potential,4658400,mapleridgesystems.ca,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Healthcare,ERP Implementation;Change Management;Managed Services,Canada;United States
False,Vietnam,False,145,Can Tho,,Professional Services,Mekong Delta Analytics JSC,Can Tho analytics vendor supporting agricultural export logistics reporting in the Mekong Delta.,,1,1,0,,,b6fae3b2-a48c-f111-8076-000d3a81e01c,Mekong Delta Analytics,Registered,4658516,mekongdeltaanalytics.vn,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Transport & Logistics,Data Engineering;Business Intelligence,Vietnam;Cambodia
False,Indonesia,False,210,Yogyakarta,,Information Technology,Merapi Cloud Foundry PT,Yogyakarta cloud consultancy modernising retail and manufacturing platforms across Java.,,1,1,0,,,b2fae3b2-a48c-f111-8076-000d3a81e01c,Merapi Cloud Foundry,Registered,4658512,merapicloudfoundry.id,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Retail & Consumer,Cloud Migration;DevOps Automation,Indonesia;Malaysia
False,United Kingdom,False,240,Liverpool,,Information Technology,Mersey Cloud Collective Ltd,Liverpool cloud consultancy modernising legacy logistics platforms for northern England manufacturers.,,1,1,0,,,75fae3b2-a48c-f111-8076-000d3a81e01c,Mersey Cloud Collective,Registered,4658451,merseycloud.co.uk,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Transport & Logistics,Cloud Migration;DevOps Automation;Integration & APIs,United Kingdom
True,Italy,False,240,Milan,,Financial Technology,Milano Fintech Studio SRL,Milan product studio building AI-assisted credit scoring tools for regional lenders.,"[""https://milanofintechstudio.it/prodotto"",""https://www.crunchbase.com/organization/milano-fintech-studio""]",0,1,0,,,82fae3b2-a48c-f111-8076-000d3a81e01c,Milano Fintech Studio,Potential,4658464,milanofintechstudio.it,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services,Application Development;Machine Learning;Integration & APIs,Italy;Switzerland
False,Mexico,False,290,Monterrey,,Information Technology,Monterrey Digital Factory SA de CV,Nearshore engineering studio delivering application modernisation and QA automation for North American manufacturers.,,1,1,0,,,6efae3b2-a48c-f111-8076-000d3a81e01c,Monterrey Digital Factory,Registered,4658444,monterreydigitalfactory.mx,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Retail & Consumer,Application Development;Test Automation;RPA,Mexico;United States
True,Oman,False,190,Muscat,,Engineering Services,Muscat Marine Systems LLC,Muscat engineering firm integrating port and offshore platform communications systems.,"[""https://muscatmarinesystems.om/services"",""https://www.linkedin.com/company/muscat-marine-systems""]",0,1,0,,,96fae3b2-a48c-f111-8076-000d3a81e01c,Muscat Marine Systems,Potential,4658484,muscatmarinesystems.om,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Energy & Utilities;Transport & Logistics,Network Infrastructure;Integration & APIs,Oman;United Arab Emirates
True,Egypt,False,480,Cairo,,Information Technology,Nile Delta Software SAE,Cairo software house building citizen services and education platforms for MENA governments.,"[""https://nileddeltasoftware.com.eg/en/about"",""https://www.linkedin.com/company/nile-delta-software""]",0,1,0,,,94fae3b2-a48c-f111-8076-000d3a81e01c,Nile Delta Software,Potential,4658482,nileddeltasoftware.com.eg,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Education,Application Development;RPA,Egypt;Jordan
False,India,False,340,Chennai,,Cybersecurity,Nilgiri Cyber Shield Pvt Ltd,Chennai security testing firm serving telecom operators and state government agencies.,,1,1,0,,,a2fae3b2-a48c-f111-8076-000d3a81e01c,Nilgiri Cyber Shield,Registered,4658496,nilgiricybershield.in,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Telecommunications,Cybersecurity Operations;Penetration Testing,India;Sri Lanka
True,Canada,False,150,Ottawa,,Consulting,Ottawa Valley Assurance Inc,Ottawa advisory firm supporting federal agency data governance modernisation.,"[""https://ottawavalleyassurance.ca/about"",""https://www.linkedin.com/company/ottawa-valley-assurance""]",0,1,0,,,bffae3b2-a48c-f111-8076-000d3a81e01c,Ottawa Valley Assurance,Potential,4658525,ottawavalleyassurance.ca,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Financial Services,Data Governance;Change Management,Canada
True,Australia,False,210,Perth,,Information Technology,Outback Field Robotics Pty Ltd,Perth automation vendor deploying remote-operations robotics software for mining and energy sites.,"[""https://outbackfieldrobotics.com.au/about"",""https://www.crunchbase.com/organization/outback-field-robotics""]",0,1,0,,,bbfae3b2-a48c-f111-8076-000d3a81e01c,Outback Field Robotics,Potential,4658521,outbackfieldrobotics.com.au,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Energy & Utilities,RPA;Application Development,Australia
True,Bangladesh,False,310,Dhaka,,Financial Technology,Padma River Software Ltd,Dhaka fintech engineering house connecting mobile financial services to core banking platforms.,"[""https://padmariversoftware.com.bd/about"",""https://www.linkedin.com/company/padma-river-software""]",0,1,0,,,a5fae3b2-a48c-f111-8076-000d3a81e01c,Padma River Software,Potential,4658499,padmariversoftware.com.bd,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services;Retail & Consumer,Application Development;Integration & APIs,Bangladesh;India
True,Philippines,False,175,Cebu,,Information Technology,Palawan Reef Software Inc,Cebu engineering studio building education and local-government digital services.,"[""https://palawanreefsoftware.ph/about"",""https://www.linkedin.com/company/palawan-reef-software""]",0,1,0,,,b5fae3b2-a48c-f111-8076-000d3a81e01c,Palawan Reef Software,Potential,4658515,palawanreefsoftware.ph,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Education,Application Development;Test Automation,Philippines
False,Argentina,False,210,Buenos Aires,,Professional Services,Pampas Data Collective SA,Buenos Aires analytics consultancy supporting energy and public-sector reporting modernisation.,,1,1,0,,,71fae3b2-a48c-f111-8076-000d3a81e01c,Pampas Data Collective,Registered,4658447,pampasdatacollective.com.ar,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Energy & Utilities;Public Sector,Data Engineering;Business Intelligence,Argentina;Uruguay
False,Chile,False,70,Punta Arenas,,Engineering Services,Patagonia Field Networks SA,Punta Arenas engineering firm maintaining remote-region energy and logistics connectivity.,,1,1,0,,,c6fae3b2-a48c-f111-8076-000d3a81e01c,Patagonia Field Networks,Registered,4658532,patagoniafieldnetworks.cl,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Energy & Utilities;Transport & Logistics,Network Infrastructure;Integration & APIs,Chile;Argentina
True,China,False,1400,Shenzhen,,Information Technology,Pearl River Robotics Co Ltd,Shenzhen automation vendor deploying factory-floor robotics orchestration software.,"[""https://pearlriverrobotics.cn/en/about"",""https://www.gartner.com/reviews/market/robotics-china""]",0,1,0,,,a9fae3b2-a48c-f111-8076-000d3a81e01c,Pearl River Robotics,Potential,4658503,pearlriverrobotics.cn,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing,RPA;Application Development;Test Automation,China;Hong Kong SAR;Macau
True,France,False,130,Marseille,,Cybersecurity,Provence Cyber Atelier SAS,Marseille security atelier testing energy and port authority systems along the Mediterranean coast.,"[""https://provencecyberatelier.fr/services"",""https://www.linkedin.com/company/provence-cyber-atelier""]",0,1,0,,,c1fae3b2-a48c-f111-8076-000d3a81e01c,Provence Cyber Atelier,Potential,4658527,provencecyberatelier.fr,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Energy & Utilities,Cybersecurity Operations;Penetration Testing,France;Monaco
False,Spain,False,410,Barcelona,,Engineering Services,Pyrenees Engineering Group SL,Barcelona engineering house supporting safety-critical avionics software delivery.,,1,1,0,,,7ffae3b2-a48c-f111-8076-000d3a81e01c,Pyrenees Engineering Group,Registered,4658461,pyreneesengineering.es,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Aviation;Manufacturing,Application Development;Site Reliability Engineering,Spain;France
False,Germany,False,690,Cologne,,Professional Services,Rhine Valley Systems GmbH,Rhineland SAP partner delivering ERP consolidation for chemical and utilities groups.,,1,1,0,,,79fae3b2-a48c-f111-8076-000d3a81e01c,Rhine Valley Systems,Registered,4658455,rhinevalleysystems.de,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Energy & Utilities,ERP Implementation;Integration & APIs;Change Management,Germany;Netherlands
True,Kenya,False,220,Nairobi,,Professional Services,Rift Valley Data Labs Ltd,Nairobi analytics lab supporting health ministry data platforms across East Africa.,"[""https://riftvalleydatalabs.co.ke/about"",""https://www.linkedin.com/company/rift-valley-data-labs""]",0,1,0,,,98fae3b2-a48c-f111-8076-000d3a81e01c,Rift Valley Data Labs,Potential,4658486,riftvalleydatalabs.co.ke,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Healthcare,Data Engineering;Business Intelligence,Kenya;Uganda;Tanzania
False,Saudi Arabia,False,620,Riyadh,,Information Technology,Riyadh Digital Bridge Co,Riyadh digital transformation partner supporting Vision 2030 government platform delivery.,,1,1,0,,,91fae3b2-a48c-f111-8076-000d3a81e01c,Riyadh Digital Bridge,Registered,4658479,riyadhdigitalbridge.sa,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Financial Services,Application Development;Integration & APIs,Saudi Arabia;Bahrain
False,Senegal,False,105,Dakar,,Information Technology,Sahel Systems Alliance SA,Dakar systems integrator delivering education ministry platforms across Francophone West Africa.,,1,1,0,,,9ffae3b2-a48c-f111-8076-000d3a81e01c,Sahel Systems Alliance,Registered,4658493,sahelsystemsalliance.sn,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Education,Application Development;Integration & APIs,Senegal;Mali;Ivory Coast
False,Malaysia,False,240,Johor Bahru,,Information Technology,Selat Melaka Systems Sdn Bhd,Johor Bahru systems integrator connecting cross-strait logistics and manufacturing platforms.,,1,1,0,,,b0fae3b2-a48c-f111-8076-000d3a81e01c,Selat Melaka Systems,Registered,4658510,selatmelakasystems.my,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Transport & Logistics;Manufacturing,Integration & APIs;Network Infrastructure,Malaysia;Singapore
True,Ireland,False,485,Dublin,,Information Technology,Shannon Cloud Group Designated Activity Company,"Dublin-based GDPR-aligned cloud and identity modernisation provider, freshly discovered through external vendor scanning.","[""https://shannoncloud.ie/services"",""https://www.linkedin.com/company/shannon-cloud""]",0,1,0,,,a66ec1b0-a48c-f111-8076-000d3a80923d,Shannon Cloud,Potential,4658404,shannoncloud.ie,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Healthcare;Financial Services,Cloud Migration;Cybersecurity Operations;Identity & Access Management,Ireland;United Kingdom
False,Ireland,False,130,Limerick,,Information Technology,Shannon Estuary Robotics Ltd,Limerick-based automation integrator serving medtech and pharma manufacturing lines.,,1,1,0,,,77fae3b2-a48c-f111-8076-000d3a81e01c,Shannon Estuary Robotics,Registered,4658453,shannonestuaryrobotics.ie,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing,RPA;Application Development;Test Automation,Ireland
False,Thailand,False,560,Bangkok,,Engineering Services,Siam Integration Public Co Ltd,"Bangkok industrial systems integrator connecting plant-floor OT with enterprise IT, re-identified via manual registration with an expanded network infrastructure practice.",,1,1,0,,,a46ec1b0-a48c-f111-8076-000d3a80923d,Siam Integration Group,Potential,4658402,siamintegration.co.th,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Retail & Consumer,Network Infrastructure;Integration & APIs;Managed Services,Thailand;Vietnam
True,Egypt,False,175,Suez,,Telecommunications,Sinai Peninsula Networks LLC,Suez-based network operator maintaining canal logistics and energy pipeline connectivity.,"[""https://sinaipeninsulanetworks.com.eg/en/about"",""https://www.linkedin.com/company/sinai-peninsula-networks""]",0,1,0,,,c3fae3b2-a48c-f111-8076-000d3a81e01c,Sinai Peninsula Networks,Potential,4658529,sinaipeninsulanetworks.com.eg,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Energy & Utilities;Transport & Logistics,Network Infrastructure;Managed Services,Egypt
True,Sweden,False,330,Malmo,,Information Technology,Skane Digital Works AB,Malmo cross-border digital studio serving Oresund region retail and manufacturing clients.,"[""https://skanedigitalworks.se/om-oss"",""https://www.linkedin.com/company/skane-digital-works""]",0,1,0,,,86fae3b2-a48c-f111-8076-000d3a81e01c,Skane Digital Works,Potential,4658468,skanedigitalworks.se,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Retail & Consumer;Manufacturing,Application Development;RPA;Business Intelligence,Sweden;Denmark
True,United States,False,340,Phoenix,,Information Technology,Sonoran Cloud Works Inc,Southwest cloud consultancy migrating retail and healthcare workloads to multi-cloud platforms with SRE retainers.,"[""https://sonorancloudworks.com/case-studies"",""https://www.crunchbase.com/organization/sonoran-cloud-works""]",0,1,0,,,6dfae3b2-a48c-f111-8076-000d3a81e01c,Sonoran Cloud Works,Potential,4658443,sonorancloudworks.com,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Retail & Consumer;Healthcare,Cloud Migration;DevOps Automation;Site Reliability Engineering,United States;Mexico
True,Indonesia,False,290,Jakarta,,Cybersecurity,Sunda Strait Cyber PT,Jakarta security firm delivering identity modernisation for regional banks and ministries.,"[""https://sundastraitcyber.id/layanan"",""https://www.gartner.com/reviews/market/mssp-indonesia""]",0,1,0,,,b3fae3b2-a48c-f111-8076-000d3a81e01c,Sunda Strait Cyber,Potential,4658513,sundastraitcyber.id,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services;Public Sector,Cybersecurity Operations;Identity & Access Management,Indonesia;Singapore
True,Taiwan,False,720,Hsinchu,,Information Technology,Taipei Semiconductor IT Co Ltd,Hsinchu analytics vendor building yield and process analytics for semiconductor fabs.,"[""https://taipeisemiconductorit.tw/en"",""https://www.linkedin.com/company/taipei-semiconductor-it""]",0,1,0,,,abfae3b2-a48c-f111-8076-000d3a81e01c,Taipei Semiconductor IT,Potential,4658505,taipeisemiconductorit.tw,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing,Data Engineering;Business Intelligence;Machine Learning,Taiwan;Japan
False,Australia,False,380,Melbourne,,Consulting,Tasman Sea Consulting Pty Ltd,Melbourne advisory practice guiding regulatory change programmes for trans-Tasman institutions.,,1,1,0,,,bafae3b2-a48c-f111-8076-000d3a81e01c,Tasman Sea Consulting,Registered,4658520,tasmanseaconsulting.com.au,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Financial Services,Change Management;Data Governance,Australia;New Zealand
True,Slovakia,False,150,Bratislava,,Telecommunications,Tatra Networks a.s.,Bratislava network integrator running managed connectivity for regional logistics operators.,"[""https://tatranetworks.sk/o-nas"",""https://www.linkedin.com/company/tatra-networks""]",0,1,0,,,8efae3b2-a48c-f111-8076-000d3a81e01c,Tatra Networks,Potential,4658476,tatranetworks.sk,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Telecommunications;Transport & Logistics,Network Infrastructure;Managed Services,Slovakia;Czech Republic;Austria
False,United Kingdom,False,480,London,,Consulting,Thameside Advisory LLP,London advisory practice supporting regulatory reporting and governance uplift programmes for mid-tier banks.,,1,1,0,,,73fae3b2-a48c-f111-8076-000d3a81e01c,Thameside Advisory,Registered,4658449,thamesideadvisory.co.uk,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services;Public Sector,Data Governance;Change Management;Business Intelligence,United Kingdom;Ireland
True,India,False,260,Jaipur,,Information Technology,Thar Desert Automation Pvt Ltd,Jaipur automation vendor deploying RPA for renewable energy and manufacturing back-offices.,"[""https://thardesertautomation.in/about"",""https://www.crunchbase.com/organization/thar-desert-automation""]",0,1,0,,,a3fae3b2-a48c-f111-8076-000d3a81e01c,Thar Desert Automation,Potential,4658497,thardesertautomation.in,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Energy & Utilities,RPA;Application Development,India;United Arab Emirates
True,Hong Kong SAR,False,195,Hong Kong,,Consulting,Victoria Peak Advisory (HK) Ltd,"Regional data governance and regulatory reporting advisory practice based in Hong Kong, newly profiled through external discovery.","[""https://vpadvisory.hk/about"",""https://www.linkedin.com/company/victoria-peak-advisory-group""]",0,1,0,,,a36ec1b0-a48c-f111-8076-000d3a80923d,Victoria Peak Advisory Group,Registered,4658401,vpadvisory.hk,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services,Data Governance;Business Intelligence;Change Management,Hong Kong SAR;Singapore
True,Poland,False,470,Warsaw,,Professional Services,Vistula Systems Group Sp. z o.o.,Warsaw ERP integrator delivering finance transformation for Central European manufacturers.,"[""https://vistulasystems.pl/o-nas"",""https://www.linkedin.com/company/vistula-systems-group""]",0,1,0,,,88fae3b2-a48c-f111-8076-000d3a81e01c,Vistula Systems Group,Potential,4658470,vistulasystems.pl,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Public Sector,ERP Implementation;Integration & APIs,Poland;Germany
False,Czech Republic,False,190,Prague,,Information Technology,Vltava Data Studio s.r.o.,Prague analytics studio building reporting pipelines for regional retail banks.,,1,1,0,,,89fae3b2-a48c-f111-8076-000d3a81e01c,Vltava Data Studio,Registered,4658471,vltavadatastudio.cz,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services;Retail & Consumer,Data Engineering;Business Intelligence,Czech Republic;Slovakia
True,United Arab Emirates,False,390,Abu Dhabi,,Information Technology,Wadi Tech Solutions LLC,Abu Dhabi systems integrator delivering sovereign cloud and security operations for energy clients.,"[""https://waditechsolutions.ae/services"",""https://www.linkedin.com/company/wadi-tech-solutions""]",0,1,0,,,90fae3b2-a48c-f111-8076-000d3a81e01c,Wadi Tech Solutions,Potential,4658478,waditechsolutions.ae,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Energy & Utilities;Public Sector,Cloud Migration;Cybersecurity Operations;Managed Services,United Arab Emirates;Oman
False,New Zealand,False,130,Wellington,,Consulting,Wellington Harbour Advisory Ltd,Wellington advisory firm supporting public-sector financial reporting modernisation.,,1,1,0,,,cafae3b2-a48c-f111-8076-000d3a81e01c,Wellington Harbour Advisory,Registered,4658536,wellingtonharbouradvisory.co.nz,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Financial Services,Data Governance;Change Management;Business Intelligence,New Zealand
False,China,False,2200,Shanghai,,Information Technology,Yangtze Cloud Alliance Co Ltd,Shanghai cloud integrator supporting manufacturing and retail digital supply chains.,,1,1,0,,,a8fae3b2-a48c-f111-8076-000d3a81e01c,Yangtze Cloud Alliance,Registered,4658502,yangtzecloudalliance.cn,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Manufacturing;Retail & Consumer,Cloud Migration;Data Engineering,China;Hong Kong SAR
True,Canada,False,410,Calgary,,Information Technology,Yukon Data Systems Corp,Prairie-based data platform vendor serving energy operators with production analytics and regulatory reporting pipelines.,"[""https://yukondatasystems.ca/solutions"",""https://www.linkedin.com/company/yukon-data-systems""]",0,1,0,,,6bfae3b2-a48c-f111-8076-000d3a81e01c,Yukon Data Systems,Potential,4658441,yukondatasystems.ca,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Energy & Utilities;Public Sector,Data Engineering;Business Intelligence;Data Governance,Canada;United States
False,Croatia,False,110,Zagreb,,Consulting,Zagreb Assurance Partners d.o.o.,Zagreb advisory boutique supporting EU-funded public health digitisation programmes.,,1,1,0,,,8dfae3b2-a48c-f111-8076-000d3a81e01c,Zagreb Assurance Partners,Registered,4658475,zagrebassurance.hr,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Public Sector;Healthcare,Data Governance;Change Management,Croatia;Slovenia
False,Zambia,False,90,Lusaka,,Professional Services,Zambezi Basin Analytics Ltd,Lusaka analytics boutique supporting hydropower and agricultural ministry reporting.,,1,1,0,,,c4fae3b2-a48c-f111-8076-000d3a81e01c,Zambezi Basin Analytics,Registered,4658530,zambezibasinanalytics.co.zm,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Energy & Utilities;Public Sector,Data Engineering;Business Intelligence,Zambia;Zimbabwe
True,Netherlands,False,190,Rotterdam,,Professional Services,Zeeland Data Governance B.V.,Rotterdam boutique advising on data governance and reporting for energy trading desks.,"[""https://zeelanddatagovernance.nl/diensten"",""https://www.linkedin.com/company/zeeland-data-governance""]",0,1,0,,,7efae3b2-a48c-f111-8076-000d3a81e01c,Zeeland Data Governance,Potential,4658460,zeelanddatagovernance.nl,4b0e47bf-c36d-f111-ab0d-6045bd56e224,Financial Services;Energy & Utilities,Data Governance;Business Intelligence,Netherlands
